0,date,time,open,p_high,p_low,p_close,volume,st_bullish,st_bearish,st_neutral,ss_asia,ss_europe,ss_newyork
77,2021.01.04,19:00,1.35498,1.3551,1.35434,1.35471,2076,0,1,0,0,0,1
78,2021.01.04,19:15,1.35471,1.35584,1.35415,1.35552,2335,1,0,0,0,0,1
79,2021.01.04,19:30,1.35551,1.35648,1.35463,1.35628,1783,1,0,0,0,0,1
80,2021.01.04,19:45,1.35626,1.35714,1.35521,1.35655,1717,1,0,0,0,0,1
81,2021.01.04,20:00,1.35653,1.3569,1.35593,1.35634,1734,0,1,0,0,0,1
82,2021.01.04,20:15,1.35634,1.3566,1.35578,1.35578,1395,0,1,0,0,0,1
83,2021.01.04,20:30,1.35581,1.35608,1.35515,1.35527,1404,0,1,0,0,0,1
84,2021.01.04,20:45,1.35527,1.35663,1.35521,1.35629,1472,1,0,0,0,0,1
85,2021.01.04,21:00,1.35629,1.35647,1.3552,1.3559,1555,0,1,0,0,0,1
86,2021.01.04,21:15,1.35589,1.3561,1.35537,1.35576,1383,0,1,0,0,0,1
87,2021.01.04,21:30,1.35575,1.35587,1.35528,1.35552,990,0,1,0,0,0,1
88,2021.01.04,21:45,1.35554,1.35675,1.35541,1.35659,1714,1,0,0,0,0,1
89,2021.01.04,22:00,1.35656,1.35677,1.35515,1.35579,1481,0,1,0,0,0,1
90,2021.01.04,22:15,1.35579,1.35617,1.3555,1.35555,854,0,1,0,0,0,1
91,2021.01.04,22:30,1.35559,1.35603,1.35531,1.35564,1246,1,0,0,0,0,1
92,2021.01.04,22:45,1.35564,1.35685,1.35543,1.35685,1264,1,0,0,0,0,1
93,2021.01.04,23:00,1.35685,1.35778,1.35654,1.35744,1166,1,0,0,0,0,0
94,2021.01.04,23:15,1.35744,1.35745,1.35666,1.3568,413,0,1,0,0,0,0
95,2021.01.04,23:30,1.35679,1.3579,1.35541,1.35609,940,0,1,0,0,0,0
96,2021.01.04,23:45,1.35608,1.35746,1.35608,1.357,554,1,0,0,0,0,0
97,2021.01.05,00:00,1.357,1.35729,1.35677,1.35708,135,1,0,0,0,0,0
98,2021.01.05,00:15,1.35708,1.35725,1.35705,1.35708,143,0,0,1,0,0,0
99,2021.01.05,00:30,1.35708,1.35741,1.35705,1.3572,88,1,0,0,0,0,0
100,2021.01.05,00:45,1.3572,1.35753,1.35705,1.35731,164,1,0,0,0,0,0
101,2021.01.05,01:00,1.3573,1.35772,1.3571,1.35757,562,1,0,0,0,0,0
102,2021.01.05,01:15,1.35757,1.35783,1.35644,1.35644,858,0,1,0,0,0,0
103,2021.01.05,01:30,1.35644,1.35689,1.35632,1.35635,1053,0,1,0,0,0,0
104,2021.01.05,01:45,1.35636,1.35709,1.35633,1.35709,792,1,0,0,0,0,0
105,2021.01.05,02:00,1.35708,1.35721,1.35615,1.3566,1257,0,1,0,1,0,0
106,2021.01.05,02:15,1.35663,1.35741,1.35652,1.35733,828,1,0,0,1,0,0
107,2021.01.05,02:30,1.35733,1.35764,1.35727,1.35744,867,1,0,0,1,0,0
108,2021.01.05,02:45,1.35746,1.35772,1.35654,1.35706,1355,0,1,0,1,0,0
109,2021.01.05,03:00,1.35707,1.35767,1.35678,1.35762,1574,1,0,0,1,0,0
110,2021.01.05,03:15,1.35762,1.35785,1.35713,1.35779,1473,1,0,0,1,0,0
111,2021.01.05,03:30,1.35778,1.35778,1.35723,1.35726,1429,0,1,0,1,0,0
112,2021.01.05,03:45,1.35728,1.35744,1.3569,1.35695,1370,0,1,0,1,0,0
113,2021.01.05,04:00,1.35696,1.3575,1.35672,1.35741,1224,1,0,0,1,0,0
114,2021.01.05,04:15,1.3574,1.35794,1.35716,1.3579,1263,1,0,0,1,0,0
115,2021.01.05,04:30,1.3579,1.35867,1.35784,1.35866,1119,1,0,0,1,0,0
116,2021.01.05,04:45,1.35865,1.35892,1.35849,1.35865,894,0,0,1,1,0,0
117,2021.01.05,05:00,1.35865,1.35946,1.35853,1.35934,1246,1,0,0,1,0,0
118,2021.01.05,05:15,1.35935,1.35956,1.35866,1.35906,1219,0,1,0,1,0,0
119,2021.01.05,05:30,1.35913,1.35942,1.35841,1.35867,1269,0,1,0,1,0,0
120,2021.01.05,05:45,1.35869,1.35869,1.35785,1.35855,1648,0,1,0,1,0,0
121,2021.01.05,06:00,1.35856,1.35882,1.35831,1.35844,1528,0,1,0,1,0,0
122,2021.01.05,06:15,1.35843,1.35862,1.35804,1.35849,1416,1,0,0,1,0,0
123,2021.01.05,06:30,1.3585,1.3588,1.35807,1.3588,888,1,0,0,1,0,0
124,2021.01.05,06:45,1.3588,1.35899,1.35858,1.35868,1198,0,1,0,1,0,0
125,2021.01.05,07:00,1.35869,1.3594,1.35869,1.35924,1084,1,0,0,1,0,0
126,2021.01.05,07:15,1.35924,1.35958,1.35903,1.3594,949,1,0,0,1,0,0
127,2021.01.05,07:30,1.35939,1.35991,1.35928,1.35938,1251,0,1,0,1,0,0
128,2021.01.05,07:45,1.35938,1.36024,1.35929,1.35977,1208,1,0,0,1,0,0
129,2021.01.05,08:00,1.35976,1.36006,1.35899,1.35936,1375,0,1,0,1,0,0
130,2021.01.05,08:15,1.35937,1.36019,1.3592,1.35952,1040,1,0,0,1,0,0
131,2021.01.05,08:30,1.35951,1.36062,1.35919,1.36056,1254,1,0,0,1,0,0
132,2021.01.05,08:45,1.36055,1.36123,1.36016,1.36072,1493,1,0,0,1,0,0
133,2021.01.05,09:00,1.36073,1.3609,1.35898,1.35912,1732,0,1,0,1,0,0
134,2021.01.05,09:15,1.35908,1.36045,1.35894,1.36024,1507,1,0,0,1,0,0
135,2021.01.05,09:30,1.36025,1.36074,1.35906,1.35907,1728,0,1,0,1,0,0
136,2021.01.05,09:45,1.35907,1.3591,1.35607,1.35702,2388,0,1,0,1,0,0
137,2021.01.05,10:00,1.35706,1.35892,1.35667,1.35786,2625,1,0,0,1,1,0
138,2021.01.05,10:15,1.35786,1.35939,1.35734,1.35855,2613,1,0,0,1,1,0
139,2021.01.05,10:30,1.35854,1.35875,1.35624,1.35702,2252,0,1,0,1,1,0
140,2021.01.05,10:45,1.35702,1.35703,1.35542,1.35595,1764,0,1,0,1,1,0
141,2021.01.05,11:00,1.35593,1.35762,1.35564,1.3569,1815,1,0,0,0,1,0
142,2021.01.05,11:15,1.35691,1.35836,1.35667,1.35827,1273,1,0,0,0,1,0
143,2021.01.05,11:30,1.35828,1.35895,1.35735,1.35871,1574,1,0,0,0,1,0
144,2021.01.05,11:45,1.3587,1.35878,1.35696,1.35727,1524,0,1,0,0,1,0
145,2021.01.05,12:00,1.35727,1.35872,1.35704,1.3585,1474,1,0,0,0,1,0
146,2021.01.05,12:15,1.3585,1.35938,1.35803,1.35912,1411,1,0,0,0,1,0
147,2021.01.05,12:30,1.35917,1.35928,1.35794,1.35895,1415,0,1,0,0,1,0
148,2021.01.05,12:45,1.35895,1.35935,1.35785,1.35858,1527,0,1,0,0,1,0
149,2021.01.05,13:00,1.35856,1.36074,1.35824,1.36026,1686,1,0,0,0,1,0
150,2021.01.05,13:15,1.36027,1.36061,1.35912,1.35976,1627,0,1,0,0,1,0
151,2021.01.05,13:30,1.35978,1.36021,1.35898,1.35965,1689,0,1,0,0,1,0
152,2021.01.05,13:45,1.35965,1.36029,1.35901,1.35901,1567,0,1,0,0,1,0
153,2021.01.05,14:00,1.35897,1.35933,1.35803,1.35821,1833,0,1,0,0,1,0
154,2021.01.05,14:15,1.35821,1.35821,1.35717,1.35733,2016,0,1,0,0,1,0
155,2021.01.05,14:30,1.35734,1.35883,1.35691,1.35802,2089,1,0,0,0,1,0
156,2021.01.05,14:45,1.35803,1.35852,1.35706,1.35843,2274,1,0,0,0,1,0
157,2021.01.05,15:00,1.35844,1.35937,1.35811,1.35841,2351,0,1,0,0,1,1
158,2021.01.05,15:15,1.35842,1.3591,1.35702,1.35769,2018,0,1,0,0,1,1
159,2021.01.05,15:30,1.3577,1.35784,1.35591,1.35657,2160,0,1,0,0,1,1
160,2021.01.05,15:45,1.35656,1.3578,1.35644,1.35671,2392,1,0,0,0,1,1
161,2021.01.05,16:00,1.35671,1.358,1.35637,1.3578,1939,1,0,0,0,1,1
162,2021.01.05,16:15,1.3578,1.35834,1.35735,1.35777,1853,0,1,0,0,1,1
163,2021.01.05,16:30,1.35778,1.36018,1.35737,1.35993,3542,1,0,0,0,1,1
164,2021.01.05,16:45,1.35993,1.36007,1.359,1.3599,2414,0,1,0,0,1,1
165,2021.01.05,17:00,1.35982,1.3604,1.35856,1.35891,3234,0,1,0,0,1,1
166,2021.01.05,17:15,1.35891,1.35937,1.35725,1.35809,2551,0,1,0,0,1,1
167,2021.01.05,17:30,1.35809,1.35966,1.35751,1.35883,2611,1,0,0,0,1,1
168,2021.01.05,17:45,1.35883,1.36021,1.35881,1.35933,2342,1,0,0,0,1,1
169,2021.01.05,18:00,1.35933,1.36043,1.35927,1.36005,2183,1,0,0,0,1,1
170,2021.01.05,18:15,1.36002,1.36209,1.35938,1.36107,2322,1,0,0,0,1,1
171,2021.01.05,18:30,1.36107,1.36237,1.361,1.36179,2481,1,0,0,0,1,1
172,2021.01.05,18:45,1.36175,1.3624,1.36171,1.36177,1814,1,0,0,0,1,1
173,2021.01.05,19:00,1.36177,1.36409,1.36177,1.36382,2280,1,0,0,0,0,1
174,2021.01.05,19:15,1.36381,1.36421,1.36305,1.36331,2054,0,1,0,0,0,1
175,2021.01.05,19:30,1.36331,1.36393,1.36309,1.36309,1551,0,1,0,0,0,1
176,2021.01.05,19:45,1.36307,1.36339,1.3628,1.36329,1296,1,0,0,0,0,1
177,2021.01.05,20:00,1.3633,1.36335,1.36192,1.36267,1079,0,1,0,0,0,1
178,2021.01.05,20:15,1.36266,1.36339,1.3623,1.36278,1062,1,0,0,0,0,1
179,2021.01.05,20:30,1.36276,1.36283,1.36136,1.36189,1230,0,1,0,0,0,1
180,2021.01.05,20:45,1.36189,1.36296,1.36182,1.36275,1167,1,0,0,0,0,1
181,2021.01.05,21:00,1.36276,1.36335,1.36265,1.36293,1201,1,0,0,0,0,1
182,2021.01.05,21:15,1.36293,1.36338,1.36282,1.36331,803,1,0,0,0,0,1
183,2021.01.05,21:30,1.36332,1.36348,1.36258,1.36294,1055,0,1,0,0,0,1
184,2021.01.05,21:45,1.36299,1.3632,1.36228,1.3629,1043,0,1,0,0,0,1
185,2021.01.05,22:00,1.36294,1.36345,1.36286,1.36322,1053,1,0,0,0,0,1
186,2021.01.05,22:15,1.36322,1.36324,1.36271,1.36274,773,0,1,0,0,0,1
187,2021.01.05,22:30,1.36272,1.36319,1.36267,1.36304,710,1,0,0,0,0,1
188,2021.01.05,22:45,1.36305,1.36338,1.36228,1.36261,1223,0,1,0,0,0,1
189,2021.01.05,23:00,1.3626,1.36262,1.36193,1.36194,614,0,1,0,0,0,0
190,2021.01.05,23:15,1.36192,1.36268,1.36191,1.36249,387,1,0,0,0,0,0
191,2021.01.05,23:30,1.36249,1.3625,1.36213,1.36236,441,0,1,0,0,0,0
192,2021.01.05,23:45,1.36237,1.36276,1.36215,1.36254,675,1,0,0,0,0,0
193,2021.01.06,00:00,1.3625,1.3625,1.36087,1.36167,83,0,1,0,0,0,0
194,2021.01.06,00:15,1.36165,1.36235,1.3616,1.36213,39,1,0,0,0,0,0
195,2021.01.06,00:30,1.36212,1.36224,1.36204,1.36215,52,1,0,0,0,0,0
196,2021.01.06,00:45,1.36215,1.36228,1.36205,1.36224,46,1,0,0,0,0,0
197,2021.01.06,01:00,1.36221,1.36231,1.36173,1.36205,671,0,1,0,0,0,0
198,2021.01.06,01:15,1.36206,1.36252,1.36188,1.36219,796,1,0,0,0,0,0
199,2021.01.06,01:30,1.36219,1.36272,1.3621,1.36259,714,1,0,0,0,0,0
200,2021.01.06,01:45,1.36262,1.36284,1.3625,1.36266,832,1,0,0,0,0,0
201,2021.01.06,02:00,1.36266,1.36339,1.3624,1.36275,1284,1,0,0,1,0,0
202,2021.01.06,02:15,1.36271,1.36329,1.36267,1.36323,1512,1,0,0,1,0,0
203,2021.01.06,02:30,1.36324,1.36331,1.36304,1.36322,1574,0,1,0,1,0,0
204,2021.01.06,02:45,1.36322,1.36464,1.3626,1.36342,2835,1,0,0,1,0,0
205,2021.01.06,03:00,1.36342,1.36387,1.36236,1.36295,2584,0,1,0,1,0,0
206,2021.01.06,03:15,1.36296,1.36343,1.36162,1.36166,2869,0,1,0,1,0,0
207,2021.01.06,03:30,1.36166,1.36195,1.35991,1.36071,2843,0,1,0,1,0,0
208,2021.01.06,03:45,1.36072,1.36155,1.36051,1.36065,2278,0,1,0,1,0,0
209,2021.01.06,04:00,1.36065,1.36103,1.36042,1.36059,1904,0,1,0,1,0,0
210,2021.01.06,04:15,1.3606,1.36099,1.36001,1.36058,1770,0,1,0,1,0,0
211,2021.01.06,04:30,1.36059,1.3609,1.36047,1.36058,1320,0,1,0,1,0,0
212,2021.01.06,04:45,1.3606,1.36069,1.35915,1.35951,1753,0,1,0,1,0,0
213,2021.01.06,05:00,1.35949,1.36045,1.35928,1.36037,1895,1,0,0,1,0,0
214,2021.01.06,05:15,1.36036,1.36107,1.36035,1.36056,1502,1,0,0,1,0,0
215,2021.01.06,05:30,1.36057,1.36071,1.3601,1.36036,1272,0,1,0,1,0,0
216,2021.01.06,05:45,1.36037,1.36056,1.36,1.36005,971,0,1,0,1,0,0
217,2021.01.06,06:00,1.36006,1.36054,1.35995,1.36048,1105,1,0,0,1,0,0
218,2021.01.06,06:15,1.36048,1.36201,1.36046,1.36151,2056,1,0,0,1,0,0
219,2021.01.06,06:30,1.3615,1.3619,1.36101,1.36136,1431,0,1,0,1,0,0
220,2021.01.06,06:45,1.36135,1.36146,1.3608,1.3609,1722,0,1,0,1,0,0
221,2021.01.06,07:00,1.36091,1.36152,1.36088,1.36146,1452,1,0,0,1,0,0
222,2021.01.06,07:15,1.36147,1.36207,1.36125,1.36191,1312,1,0,0,1,0,0
223,2021.01.06,07:30,1.36189,1.36203,1.36116,1.36129,1058,0,1,0,1,0,0
224,2021.01.06,07:45,1.36129,1.36167,1.36072,1.36156,1064,1,0,0,1,0,0
225,2021.01.06,08:00,1.36155,1.3623,1.36095,1.36223,1272,1,0,0,1,0,0
226,2021.01.06,08:15,1.36223,1.36284,1.36206,1.36227,1103,1,0,0,1,0,0
227,2021.01.06,08:30,1.36227,1.36297,1.36212,1.36258,1220,1,0,0,1,0,0
228,2021.01.06,08:45,1.36258,1.36317,1.36231,1.36294,1616,1,0,0,1,0,0
229,2021.01.06,09:00,1.36294,1.36591,1.36281,1.3651,2835,1,0,0,1,0,0
230,2021.01.06,09:15,1.3651,1.36554,1.3641,1.36537,2353,1,0,0,1,0,0
231,2021.01.06,09:30,1.36538,1.36586,1.36462,1.36556,1969,1,0,0,1,0,0
232,2021.01.06,09:45,1.36555,1.36599,1.36496,1.36585,1775,1,0,0,1,0,0
233,2021.01.06,10:00,1.3658,1.36609,1.3645,1.36498,2678,0,1,0,1,1,0
234,2021.01.06,10:15,1.36495,1.36495,1.36305,1.36387,2669,0,1,0,1,1,0
235,2021.01.06,10:30,1.36387,1.36506,1.36359,1.36386,1885,0,1,0,1,1,0
236,2021.01.06,10:45,1.36387,1.36421,1.362,1.36244,1936,0,1,0,1,1,0
237,2021.01.06,11:00,1.36244,1.36446,1.36189,1.36441,2279,1,0,0,0,1,0
238,2021.01.06,11:15,1.36439,1.36456,1.36299,1.36378,1851,0,1,0,0,1,0
239,2021.01.06,11:30,1.36378,1.36406,1.36311,1.36344,1655,0,1,0,0,1,0
240,2021.01.06,11:45,1.36341,1.36454,1.36334,1.36437,1910,1,0,0,0,1,0
241,2021.01.06,12:00,1.36438,1.36586,1.36438,1.36568,1895,1,0,0,0,1,0
242,2021.01.06,12:15,1.36567,1.36577,1.36486,1.36493,1654,0,1,0,0,1,0
243,2021.01.06,12:30,1.36493,1.36673,1.36493,1.36656,1639,1,0,0,0,1,0
244,2021.01.06,12:45,1.36659,1.3671,1.36531,1.36557,2051,0,1,0,0,1,0
245,2021.01.06,13:00,1.36557,1.36661,1.36511,1.36607,1780,1,0,0,0,1,0
246,2021.01.06,13:15,1.36608,1.36646,1.36551,1.36612,1670,1,0,0,0,1,0
247,2021.01.06,13:30,1.36611,1.36642,1.36532,1.36604,1626,0,1,0,0,1,0
248,2021.01.06,13:45,1.36605,1.36606,1.36479,1.36479,1687,0,1,0,0,1,0
249,2021.01.06,14:00,1.36479,1.36508,1.36412,1.36429,2051,0,1,0,0,1,0
250,2021.01.06,14:15,1.36429,1.36522,1.36406,1.36498,1723,1,0,0,0,1,0
251,2021.01.06,14:30,1.36499,1.36541,1.36141,1.36192,2394,0,1,0,0,1,0
252,2021.01.06,14:45,1.36191,1.36194,1.36032,1.36153,2497,0,1,0,0,1,0
253,2021.01.06,15:00,1.36154,1.36236,1.3603,1.36111,2510,0,1,0,0,1,1
254,2021.01.06,15:15,1.3611,1.36293,1.36109,1.36205,2224,1,0,0,0,1,1
255,2021.01.06,15:30,1.36205,1.36248,1.36098,1.36121,2039,0,1,0,0,1,1
256,2021.01.06,15:45,1.36118,1.36118,1.35637,1.35642,3390,0,1,0,0,1,1
257,2021.01.06,16:00,1.35642,1.35704,1.35381,1.35607,4108,0,1,0,0,1,1
258,2021.01.06,16:15,1.35603,1.35682,1.35485,1.35529,2560,0,1,0,0,1,1
259,2021.01.06,16:30,1.35528,1.35673,1.35504,1.35652,3501,1,0,0,0,1,1
260,2021.01.06,16:45,1.35652,1.35908,1.35605,1.35774,3296,1,0,0,0,1,1
261,2021.01.06,17:00,1.35771,1.35902,1.35729,1.35854,3135,1,0,0,0,1,1
262,2021.01.06,17:15,1.35854,1.35882,1.35772,1.35777,2318,0,1,0,0,1,1
263,2021.01.06,17:30,1.35779,1.35854,1.35544,1.35599,2663,0,1,0,0,1,1
264,2021.01.06,17:45,1.35594,1.35654,1.35479,1.35507,3014,0,1,0,0,1,1
265,2021.01.06,18:00,1.3551,1.35683,1.35406,1.35614,3209,1,0,0,0,1,1
266,2021.01.06,18:15,1.35614,1.35821,1.35595,1.35802,2689,1,0,0,0,1,1
267,2021.01.06,18:30,1.35801,1.35866,1.35761,1.35821,1912,1,0,0,0,1,1
268,2021.01.06,18:45,1.3582,1.35955,1.3578,1.35907,1792,1,0,0,0,1,1
269,2021.01.06,19:00,1.35908,1.36003,1.35886,1.35985,1805,1,0,0,0,0,1
270,2021.01.06,19:15,1.35978,1.36067,1.35949,1.36053,1702,1,0,0,0,0,1
271,2021.01.06,19:30,1.36054,1.36059,1.35986,1.35998,1490,0,1,0,0,0,1
272,2021.01.06,19:45,1.35994,1.36069,1.35965,1.36046,1484,1,0,0,0,0,1
273,2021.01.06,20:00,1.36044,1.36157,1.36023,1.36142,1446,1,0,0,0,0,1
274,2021.01.06,20:15,1.36142,1.36194,1.36103,1.36124,1521,0,1,0,0,0,1
275,2021.01.06,20:30,1.36125,1.36184,1.3608,1.36158,1416,1,0,0,0,0,1
276,2021.01.06,20:45,1.36154,1.36197,1.36123,1.36156,1197,1,0,0,0,0,1
277,2021.01.06,21:00,1.36156,1.36185,1.36099,1.361,1432,0,1,0,0,0,1
278,2021.01.06,21:15,1.361,1.3614,1.35995,1.36027,2394,0,1,0,0,0,1
279,2021.01.06,21:30,1.36025,1.36132,1.36001,1.36069,2291,1,0,0,0,0,1
280,2021.01.06,21:45,1.36066,1.36092,1.35958,1.35989,2732,0,1,0,0,0,1
281,2021.01.06,22:00,1.35982,1.36203,1.35979,1.362,2491,1,0,0,0,0,1
282,2021.01.06,22:15,1.362,1.36263,1.36098,1.36185,2171,0,1,0,0,0,1
283,2021.01.06,22:30,1.36185,1.36211,1.36091,1.36131,2372,0,1,0,0,0,1
284,2021.01.06,22:45,1.36137,1.3616,1.36072,1.361,1981,0,1,0,0,0,1
285,2021.01.06,23:00,1.36109,1.3616,1.36104,1.36116,873,1,0,0,0,0,0
286,2021.01.06,23:15,1.36117,1.36127,1.36055,1.36058,569,0,1,0,0,0,0
287,2021.01.06,23:30,1.36059,1.3615,1.36059,1.36114,608,1,0,0,0,0,0
288,2021.01.06,23:45,1.36115,1.36136,1.36047,1.36073,815,0,1,0,0,0,0
289,2021.01.07,00:00,1.36073,1.36073,1.3606,1.3606,65,0,1,0,0,0,0
290,2021.01.07,00:15,1.36061,1.36104,1.36059,1.36101,50,1,0,0,0,0,0
